Year,Month,IncType,ParentPropertyType,NumFireDeaths,NumAllFireInjuries,IncGeo_BoroughName,IncGeo_WardName,IgnitionSource,ItemFirstIgnited,LocationFireStarted,ApplianceManufacturer,MainCauseModel,Date
2010,July,primary fire,converted flats/maisonettes,0,0,Lambeth,Brixton acre lane,fridge/freezer,plastic - raw material only,kitchen,Kelvinator,,2010-07-01
2010,June,primary fire,converted flats/maisonettes,0,1,Croydon,West thornton,fridge/freezer,wiring insulation,kitchen,,,2010-06-01
2010,September,primary fire,converted flats/maisonettes,0,0,Hillingdon,Harefield village,dishwasher,other item,kitchen,Hotpoint,aquarius,2010-09-01
2010,February,primary fire,converted flats/maisonettes,0,0,Hackney,Hoxton west,fridge/freezer,wiring insulation,kitchen,Zanussi,zenb2625si,2010-02-01
2010,December,primary fire,converted flats/maisonettes,0,0,Westminster,Knightsbridge & belgravia,,wiring insulation,kitchen,Westinghouse,,2010-12-01
2010,May,primary fire,converted flats/maisonettes,0,0,Lewisham,New cross gate,dishwasher,wiring insulation,kitchen,Zanussi,,2010-05-01
2010,June,primary fire,converted flats/maisonettes,0,0,Kensington and chelsea,Norland,,wiring insulation,kitchen,Emc,,2010-06-01
2010,June,primary fire,converted flats/maisonettes,0,0,Greenwich,Blackheath westcombe,,wiring insulation,kitchen,Baumatic,,2010-06-01
2010,September,primary fire,purpose built flats/maisonettes,0,0,Tower hamlets,Canary wharf,fridge/freezer,wiring insulation,kitchen,Candy,,2010-09-01
2010,June,primary fire,purpose built flats/maisonettes,0,0,Greenwich,Greenwich creekside,washer/dryer combined,plastic - raw material only,kitchen,Hotpoint,wd51p,2010-06-01
2010,May,primary fire,purpose built flats/maisonettes,0,0,Hammersmith and fulham,Walham green,,wiring insulation,kitchen,Hoover,,2010-05-01
2010,May,primary fire,purpose built flats/maisonettes,0,1,Greenwich,Blackheath westcombe,dishwasher,plastic - raw material only,kitchen,Smeg,,2010-05-01
2010,March,primary fire,purpose built flats/maisonettes,0,0,Hackney,Hoxton east & shoreditch,,wiring insulation,kitchen,Indesit,w111a uk,2010-03-01
2010,June,primary fire,purpose built flats/maisonettes,0,0,Merton,Cricket green,tumble dryer - standard,other textiles,kitchen,Hotpoint,s500,2010-06-01
2010,November,primary fire,purpose built flats/maisonettes,0,0,Enfield,Bush hill park,fridge/freezer,plastic - raw material only,kitchen,Proline,plc160gs,2010-11-01
2010,March,primary fire,purpose built flats/maisonettes,0,0,Hackney,Homerton,dishwasher,plastic - raw material only,kitchen,Hotpoint,aquarius,2010-03-01
2010,December,primary fire,purpose built flats/maisonettes,0,0,Richmond upon thames,Mortlake & barnes common,,wiring insulation,kitchen,Candy,aqua 1200,2010-12-01
2010,October,primary fire,purpose built flats/maisonettes,0,0,Southwark,London bridge & west bermondsey,washer/dryer combined,wiring insulation,kitchen,Whirlpool,awg 995 ,2010-10-01
2010,November,primary fire,purpose built flats/maisonettes,0,0,Westminster,Westbourne,tumble dryer - standard,rubber - raw material only,kitchen,Hotpoint,vtd00p,2010-11-01
2010,November,primary fire,purpose built flats/maisonettes,0,0,Tower hamlets,Bethnal green,,plastic - raw material only,kitchen,Indesit,,2010-11-01
2010,December,primary fire,purpose built flats/maisonettes,0,0,Tower hamlets,Blackwall & cubitt town,tumble dryer - standard,other item,kitchen,Hotpoint,,2010-12-01
2010,February,primary fire,purpose built flats/maisonettes,0,0,Wandsworth,Southfields,fridge/freezer,other item,kitchen,Bosch,,2010-02-01
2010,October,primary fire,purpose built flats/maisonettes,0,0,Hammersmith and fulham,White city,,plastic - raw material only,kitchen,Ariston,a40,2010-10-01
2010,October,primary fire,purpose built flats/maisonettes,0,0,Islington,Clerkenwell,,plastic - raw material only,kitchen,Hotpoint,first edition,2010-10-01
2010,August,primary fire,purpose built flats/maisonettes,0,0,Richmond upon thames,Barnes,dishwasher,wiring insulation,kitchen,,,2010-08-01
2010,August,primary fire,purpose built flats/maisonettes,0,0,Greenwich,Woolwich dockyard,washer/dryer combined,wiring insulation,kitchen,Whirlpool,not known no model no present,2010-08-01
2010,July,primary fire,purpose built flats/maisonettes,0,0,Camden,Gospel oak,,wiring insulation,kitchen,Whirlpool,awm 32,2010-07-01
2010,August,primary fire,purpose built flats/maisonettes,0,0,Haringey,Muswell hill,dishwasher,rubber - raw material only,kitchen,Smeg,450,2010-08-01
2010,July,primary fire,purpose built flats/maisonettes,0,0,Westminster,Bayswater,,wiring insulation,kitchen,Candy,1300 spinumatic,2010-07-01
2010,January,primary fire,purpose built flats/maisonettes,0,0,Camden,St. pancras & somers town,fridge/freezer,wiring insulation,kitchen,Beko,freezer,2010-01-01
2010,January,primary fire,purpose built flats/maisonettes,0,0,Lewisham,Telegraph hill,,wiring insulation,kitchen,Hotpoint,aquarius 1100,2010-01-01
2010,December,primary fire,purpose built flats/maisonettes,0,0,Enfield,Jubilee,fridge/freezer,foam - raw material only,kitchen,,,2010-12-01
2010,February,primary fire,purpose built flats/maisonettes,0,0,Southwark,Faraday,,wiring insulation,kitchen,Hotpoint,bwd 129,2010-02-01
2010,March,primary fire,purpose built flats/maisonettes,0,0,Lambeth,Stockwell west & larkhall,dishwasher,other item,kitchen,Teka dishwasher,1,2010-03-01
2010,March,primary fire,purpose built flats/maisonettes,0,0,Croydon,Addiscombe east,,plastic - raw material only,kitchen,Indesit,indesit 1000 widl102,2010-03-01
2010,March,primary fire,purpose built flats/maisonettes,0,0,Hackney,Victoria,spin dryer,wiring insulation,bathroom/toilet,Creda,debonair auto pump,2010-03-01
2010,January,primary fire,purpose built flats/maisonettes,0,0,Ealing,North hanwell,,rubber - raw material only,kitchen,,,2010-01-01
2010,May,primary fire,purpose built flats/maisonettes,0,0,Greenwich,Blackheath westcombe,tumble dryer - standard,other textiles,kitchen,Crusader,condenser dryer,2010-05-01
2010,May,primary fire,purpose built flats/maisonettes,0,0,Wandsworth,Balham,,wiring insulation,kitchen,Zanussi,jetsystem turbodry 1200,2010-05-01
2010,January,primary fire,purpose built flats/maisonettes,0,0,Southwark,Old kent road,fridge/freezer,plastic - raw material only,kitchen,Matsui,,2010-01-01
2010,January,primary fire,purpose built flats/maisonettes,0,0,Newham,Plaistow north,,wiring insulation,kitchen,Servis,automatic 900,2010-01-01
2010,June,primary fire,purpose built flats/maisonettes,0,0,Camden,South hampstead,dishwasher,plastic - raw material only,kitchen,Beaumatic,bd1013,2010-06-01
2010,April,primary fire,purpose built flats/maisonettes,0,0,Newham,Little ilford,fridge/freezer,wiring insulation,kitchen,Beko,,2010-04-01
2010,June,primary fire,purpose built flats/maisonettes,0,0,Lambeth,Clapham town,dishwasher,wiring insulation,kitchen,Ariston,as100,2010-06-01
2010,May,primary fire,purpose built flats/maisonettes,0,0,Southwark,Faraday,fridge/freezer,plastic - raw material only,kitchen,Samsung,rs21ncsv,2010-05-01
2010,June,primary fire,purpose built flats/maisonettes,0,0,Hammersmith and fulham,West kensington,,wiring insulation,kitchen,Hotpoint,,2010-06-01
2011,June,primary fire,purpose built flats/maisonettes,0,0,Islington,Junction,washer/dryer combined,wiring insulation,kitchen,Candy,nova,2011-06-01
2011,June,primary fire,purpose built flats/maisonettes,0,0,Islington,Mildmay,tumble dryer - standard,other furniture,kitchen,White knight,,2011-06-01
2011,May,primary fire,purpose built flats/maisonettes,0,0,Tower hamlets,Spitalfields & banglatown,dishwasher,wiring insulation,kitchen,Smeg,dw1 45.1,2011-05-01
2011,April,primary fire,purpose built flats/maisonettes,0,0,Southwark,Old kent road,,plastic - raw material only,kitchen,Indesit,,2011-04-01
2011,March,primary fire,purpose built flats/maisonettes,0,4,Camden,Holborn & covent garden,tumble dryer - standard,wiring insulation,utility room,,,2011-03-01
2011,June,primary fire,purpose built flats/maisonettes,0,0,Camden,Highgate,,unspecified internal fitting/part of structure,kitchen,Indesit,widl 1206,2011-06-01
2011,June,primary fire,purpose built flats/maisonettes,0,0,Haringey,Stroud green,,plastic - raw material only,kitchen,Zanussi,,2011-06-01
2011,June,primary fire,purpose built flats/maisonettes,0,0,Hillingdon,Northwood hills,,wiring insulation,kitchen,Hotpoint,awo/d 8140,2011-06-01
2011,May,primary fire,purpose built flats/maisonettes,0,0,Sutton,Worcester park south,,plastic - raw material only,kitchen,Zanussi,jet system 1000,2011-05-01
2011,June,primary fire,purpose built flats/maisonettes,0,0,Lewisham,Catford south,tumble dryer - standard,plastic - raw material only,kitchen,Bendix,super 8,2011-06-01
2011,April,primary fire,purpose built flats/maisonettes,0,0,Barnet,Mill hill,fridge/freezer,plastic - raw material only,kitchen,Westinghouse,02-200494,2011-04-01
2011,January,primary fire,purpose built flats/maisonettes,0,0,Waltham forest,Cann hall,,plastic - raw material only,kitchen,Indesit,w1a 111,2011-01-01
2011,March,primary fire,purpose built flats/maisonettes,0,0,Croydon,Purley oaks & riddlesdown,washer/dryer combined,wiring insulation,kitchen,Whirlpool,awg 345/4,2011-03-01
2011,July,primary fire,purpose built flats/maisonettes,0,0,Brent,Brondesbury park,,other wooden item,kitchen,Diplomat,8702,2011-07-01
2011,July,primary fire,purpose built flats/maisonettes,0,0,Greenwich,Shooters hill,tumble dryer - standard,wiring insulation,kitchen,Hotpoint,aquarius,2011-07-01
2011,August,primary fire,purpose built flats/maisonettes,0,0,Westminster,Marylebone,,plastic - raw material only,kitchen,,,2011-08-01
2011,July,primary fire,purpose built flats/maisonettes,0,0,Haringey,Tottenham hale,,wiring insulation,kitchen,Indesit,wia 111,2011-07-01
2011,June,primary fire,purpose built flats/maisonettes,0,0,Wandsworth,East putney,washer/dryer combined,wiring insulation,kitchen,Hotpoint,aquarius extra,2011-06-01
2011,August,primary fire,purpose built flats/maisonettes,0,0,Hammersmith and fulham,Parsons green & sandford,,internal fittings,kitchen,Hotpoint,hotpoint 1000 wm54,2011-08-01
2011,July,primary fire,purpose built flats/maisonettes,0,0,Sutton,Sutton west & east cheam,,plastic - raw material only,kitchen,Ariston,,2011-07-01
2011,August,primary fire,purpose built flats/maisonettes,0,0,Hammersmith and fulham,Fulham reach,,plastic - raw material only,kitchen,Candy,aqua 1500,2011-08-01
2011,July,late call,purpose built flats/maisonettes,0,0,Tower hamlets,Weavers,,plastic - raw material only,kitchen,,,2011-07-01
2011,October,primary fire,purpose built flats/maisonettes,0,0,Southwark,Chaucer,,internal fittings,kitchen,L g,wm12230fb,2011-10-01
2011,September,primary fire,purpose built flats/maisonettes,0,0,Ealing,Ealing broadway,fridge/freezer,plastic - raw material only,kitchen,Bosch,fd702,2011-09-01
2011,October,primary fire,purpose built flats/maisonettes,0,0,Brent,Harlesden & kensal green,,plastic - raw material only,kitchen,,,2011-10-01
2011,October,primary fire,purpose built flats/maisonettes,0,0,Barnet,Finchley church end,fridge/freezer,wiring insulation,kitchen,,,2011-10-01
2011,October,primary fire,purpose built flats/maisonettes,0,0,Kensington and chelsea,Redcliffe,,wiring insulation,corridor/hall,,,2011-10-01
2011,August,primary fire,purpose built flats/maisonettes,0,0,Bexley,Erith,tumble dryer - standard,wiring insulation,kitchen,Indesit,is70cuk,2011-08-01
2011,February,primary fire,purpose built flats/maisonettes,0,2,Hounslow,Feltham west,tumble dryer - standard,wiring insulation,kitchen,Bosch,wta 8100,2011-02-01
2011,March,primary fire,purpose built flats/maisonettes,0,0,Tower hamlets,Lansbury,,internal fittings,kitchen,Beaumatic,bhwm10h,2011-03-01
2011,March,primary fire,purpose built flats/maisonettes,0,2,Lewisham,Evelyn,fridge/freezer,wiring insulation,kitchen,Beko,class a frost free,2011-03-01
2011,January,primary fire,purpose built flats/maisonettes,0,1,Waltham forest,Cann hall,,other item,kitchen,Bosch,,2011-01-01
2011,February,primary fire,purpose built flats/maisonettes,0,0,Westminster,Marylebone,washer/dryer combined,internal fittings,kitchen,Smart,automatic sensor,2011-02-01
2011,December,primary fire,purpose built flats/maisonettes,0,0,Hackney,Haggerston,tumble dryer - standard,plastic - raw material only,kitchen,Hotpoint,tumble dryer,2011-12-01
2011,November,primary fire,purpose built flats/maisonettes,0,0,Westminster,Westbourne,,,kitchen,Servis,,2011-11-01
2011,December,primary fire,purpose built flats/maisonettes,0,0,Islington,Bunhill,,plastic - raw material only,kitchen,Hotpoint,logixx 6kg,2011-12-01
2011,November,primary fire,purpose built flats/maisonettes,0,0,Newham,Royal victoria,fridge/freezer,wiring insulation,kitchen,,,2011-11-01
2011,October,primary fire,purpose built flats/maisonettes,0,0,Hounslow,Isleworth,washer/dryer combined,foam - raw material only,kitchen,,,2011-10-01
2011,June,primary fire,converted flats/maisonettes,0,0,Croydon,West thornton,spin dryer,other textiles,kitchen,,,2011-06-01
2011,May,primary fire,converted flats/maisonettes,0,0,Lambeth,Myatt's fields,fridge/freezer,wiring insulation,kitchen,Polar max,ek,2011-05-01
2011,November,primary fire,converted flats/maisonettes,0,1,Westminster,Bayswater,dishwasher,plastic - raw material only,kitchen,Smeg,,2011-11-01
2011,November,primary fire,converted flats/maisonettes,0,0,Croydon,Addiscombe east,,internal fittings,airing/drying cupboard,Zanussi,aqua,2011-11-01
2011,October,primary fire,converted flats/maisonettes,0,0,Merton,Figge's marsh,,,utility room,Airmat,no number,2011-10-01
2011,October,primary fire,converted flats/maisonettes,0,0,Kingston upon thames,Coombe vale,,wiring insulation,kitchen,Indesit,wia111,2011-10-01
2011,July,primary fire,converted flats/maisonettes,0,0,Lambeth,West dulwich,tumble dryer - standard,other textiles,kitchen,Carlton,3000,2011-07-01
2011,July,primary fire,converted flats/maisonettes,0,0,Southwark,Dulwich village,,plastic - raw material only,kitchen,Bosch,no model name present,2011-07-01
2011,July,primary fire,converted flats/maisonettes,0,0,Tower hamlets,Blackwall & cubitt town,washer/dryer combined,rubber - raw material only,kitchen,Hoover,ws 130-001,2011-07-01
2011,July,primary fire,converted flats/maisonettes,0,0,Brent,Brondesbury park,,wiring insulation,kitchen,Baumatic,,2011-07-01
2011,November,primary fire,converted flats/maisonettes,0,0,Southwark,Camberwell green,,wiring insulation,kitchen,,,2011-11-01
2011,June,primary fire,purpose built flats/maisonettes,0,1,Southwark,London bridge & west bermondsey,fridge/freezer,plastic - raw material only,kitchen,Beko,ca 7015 ffw,2011-06-01
2011,November,primary fire,converted flats/maisonettes,0,0,Westminster,Bayswater,washer/dryer combined,wiring insulation,kitchen,Whirlpool,,2011-11-01
2011,October,primary fire,converted flats/maisonettes,0,0,Ealing,South acton,tumble dryer - standard,other item,utility room,,,2011-10-01
2011,August,primary fire,converted flats/maisonettes,0,0,Wandsworth,Wandsworth town,fridge/freezer,external fittings,kitchen,Lec,elan,2011-08-01
2011,July,primary fire,converted flats/maisonettes,0,3,Richmond upon thames,East sheen,fridge/freezer,unspecified internal fitting/part of structure,kitchen,,,2011-07-01
2011,August,primary fire,converted flats/maisonettes,0,0,Lewisham,Ladywell,fridge/freezer,wiring insulation,kitchen,Beko,cda653,2011-08-01
2011,March,primary fire,converted flats/maisonettes,0,0,Haringey,Noel park,,internal fittings,kitchen,Zanussi,nexus,2011-03-01
2011,March,primary fire,house in multiple occupation,0,0,Richmond upon thames,South richmond,dishwasher,internal fittings,kitchen,Bosch,no markings visiable,2011-03-01
2011,August,primary fire,house in multiple occupation,0,1,Haringey,Woodside,fridge/freezer,,,Polar,type re104z,2011-08-01
2011,April,primary fire,converted flats/maisonettes,0,0,Hammersmith and fulham,Munster,,plastic - raw material only,"under stairs (enclosed, storage area)",Diplomat,8502200012193742200w,2011-04-01
2011,January,primary fire,dwelling,0,0,Wandsworth,West hill,dishwasher,wiring insulation,kitchen,Zanussi,5600032555,2011-01-01
2011,December,primary fire,house in multiple occupation,0,0,Islington,Arsenal,tumble dryer - standard,other item,kitchen,,,2011-12-01
2011,February,primary fire,dwelling,0,0,Waltham forest,Markhouse,dishwasher,wiring insulation,kitchen,Diplomat,type 12043   adp 8234,2011-02-01
2011,February,primary fire,dwelling,0,1,Kingston upon thames,Berrylands,dishwasher,unspecified internal fitting/part of structure,kitchen,Bosch,exxcel s9g1b,2011-02-01
2011,February,primary fire,dwelling,0,0,Barking and dagenham,Alibon,,wiring insulation,kitchen,Hotpoint,wmm520p,2011-02-01
2011,February,primary fire,dwelling,0,0,Hackney,Springfield,tumble dryer - standard,wiring insulation,bathroom/toilet,Whirlpool,whirlpool,2011-02-01
2011,February,primary fire,dwelling,0,0,Southwark,Peckham rye,fridge/freezer,plastic - raw material only,kitchen,Beko,,2011-02-01
2011,December,primary fire,dwelling,0,3,Haringey,West green,fridge/freezer,wiring insulation,kitchen,Daewoo,,2011-12-01
2011,February,primary fire,dwelling,0,0,Barking and dagenham,Longbridge,tumble dryer - standard,wiring insulation,kitchen,Hotpoint,aquarius,2011-02-01
2011,December,primary fire,dwelling,0,0,Redbridge,Wanstead park,dishwasher,other item,utility room,Hotpoint,dwf 30,2011-12-01
2011,February,primary fire,dwelling,0,0,Hackney,Stamford hill west,tumble dryer - standard,plastic - raw material only,,,,2011-02-01
2011,December,primary fire,dwelling,0,0,Brent,Harlesden & kensal green,tumble dryer - standard,other textiles,kitchen,Hotpoint,,2011-12-01
2011,December,primary fire,dwelling,0,0,Bromley,Petts wood & knoll,tumble dryer - standard,,utility room,Hoover,vhc680f,2011-12-01
2011,December,primary fire,dwelling,0,0,Croydon,New addington south,dishwasher,wiring insulation,kitchen,Hotpoint,fdw80g,2011-12-01
2011,November,primary fire,dwelling,0,1,Harrow,Pinner south,fridge/freezer,plastic - raw material only,utility room,De dietrich,fd7209,2011-11-01
2011,November,primary fire,dwelling,0,0,Croydon,Kenley,dishwasher,wiring insulation,kitchen,Hotpoint,7842w,2011-11-01
2011,November,primary fire,dwelling,0,0,Merton,Longthornton,,wiring insulation,kitchen,Bosch,washer,2011-11-01
2011,November,primary fire,dwelling,0,0,Barnet,Brunswick park,tumble dryer - standard,wiring insulation,kitchen,Baumatic,,2011-11-01
2011,November,primary fire,dwelling,0,0,Islington,Canonbury,dishwasher,internal fittings,kitchen,Beko,dw,2011-11-01
2011,November,primary fire,dwelling,0,0,Hillingdon,Uxbridge,dishwasher,plastic - raw material only,kitchen,Hotpoint,aquarius,2011-11-01
2011,November,primary fire,dwelling,0,0,Enfield,Cockfosters,dishwasher,plastic - raw material only,kitchen,,,2011-11-01
2011,October,primary fire,dwelling,0,3,Barnet,Hendon,dishwasher,other item,kitchen,,,2011-10-01
2011,November,primary fire,dwelling,0,0,Barking and dagenham,Mayesbrook,fridge/freezer,wiring insulation,kitchen,Neff,ki 5r 181,2011-11-01
2011,October,primary fire,dwelling,0,0,Richmond upon thames,St. margarets & north twickenham,dishwasher,wiring insulation,kitchen,Whirlpool,dwfb10,2011-10-01
2011,November,primary fire,dwelling,0,0,Hackney,Hackney downs,fridge/freezer,plastic - raw material only,corridor/hall,Lec,u.226w,2011-11-01
2011,July,primary fire,dwelling,0,0,Sutton,Sutton north,washer/dryer combined,plastic - raw material only,kitchen,Bosch,vt 595,2011-07-01
2011,February,primary fire,other residential,0,0,Westminster,West end,tumble dryer - standard,wiring insulation,laundry room,Huebsch,311001222,2011-02-01
2011,September,primary fire,dwelling,0,0,Enfield,Jubilee,tumble dryer - standard,clothing,utility room,Proline,tov 62  s/n 4110 80032,2011-09-01
2011,October,primary fire,dwelling,0,0,Hillingdon,Heathrow villages,spin dryer,internal fittings,garage,Thor(20 yrs old approx),,2011-10-01
2011,September,primary fire,dwelling,0,0,Barking and dagenham,Whalebone,washer/dryer combined,wiring insulation,kitchen,Hotpoint,bwd12 1200 spin,2011-09-01
2011,February,primary fire,dwelling,0,0,Hounslow,Chiswick gunnersbury,tumble dryer - standard,other item,utility room,Proline,tdc6a,2011-02-01
2011,October,primary fire,dwelling,0,0,Waltham forest,Forest,tumble dryer - standard,wiring insulation,kitchen,Hotpoint,aquarius tdc32,2011-10-01
2011,August,primary fire,dwelling,0,0,Ealing,Walpole,washer/dryer combined,,kitchen,Candy,"smeg auto sensor, washer/dryer",2011-08-01
2011,November,primary fire,offices and call centres,0,0,Westminster,St. james's,dishwasher,other item,kitchen,,,2011-11-01
2011,March,primary fire,offices and call centres,0,0,City of london,Coleman street,fridge/freezer,plastic - raw material only,store room,Frilixa,delisan 600,2011-03-01
2011,March,primary fire,offices and call centres,0,0,Westminster,St. james's,dishwasher,wiring insulation,kitchen,Bosch,bosch exxcel multi programme,2011-03-01
2011,May,primary fire,other residential,0,0,Richmond upon thames,South richmond,washer/dryer combined,wiring insulation,kitchen,Candy,a,2011-05-01
2011,May,primary fire,retail,0,0,Hammersmith and fulham,Walham green,dishwasher,plastic - raw material only,kitchen,,,2011-05-01
2011,February,primary fire,food and drink,0,0,Tower hamlets,Canary wharf,dishwasher,other item,kitchen,Nelson,sw1300-3,2011-02-01
2011,April,primary fire,food and drink,0,0,Hackney,Hoxton east & shoreditch,tumble dryer - standard,other textiles,store room,Indesit,is60v,2011-04-01
2011,January,primary fire,industrial manufacturing,0,0,Wandsworth,Nine elms,fridge/freezer,,canteen/restaurant,,,2011-01-01
2011,June,primary fire,food and drink,0,0,Westminster,West end,fridge/freezer,wiring insulation,kitchen,Porkka,f -freezer,2011-06-01
2011,August,primary fire,dwelling,0,0,Croydon,West thornton,fridge/freezer,wiring insulation,kitchen,Hotpoint,,2011-08-01
2011,December,primary fire,retail,0,0,Bexley,Blendon & penhill,tumble dryer - standard,other textiles,shop floor/showroom/display hall,,,2011-12-01
2011,April,primary fire,retail,0,0,Southwark,Dulwich hill,,wiring insulation,utility room,Ipso,35,2011-04-01
2011,September,primary fire,dwelling,0,0,Barnet,Childs hill,dishwasher,wiring insulation,kitchen,,,2011-09-01
2011,April,primary fire,entertainment and culture,0,0,Hammersmith and fulham,Avonmore,fridge/freezer,plastic - raw material only,kitchen,Foster,hoshizaki,2011-04-01
2011,October,primary fire,hospitals and medical care,0,0,Barking and dagenham,Valence,fridge/freezer,gases,,Electrolux,hm 60 type e30/60,2011-10-01
2011,April,primary fire,food and drink,0,0,Westminster,West end,dishwasher,wiring insulation,kitchen,Compact,comenda ac- 101,2011-04-01
2011,November,primary fire,transport buildings,0,0,Hillingdon,Heathrow villages,dishwasher,wiring insulation,shop floor/showroom/display hall,Meiko,eco star 530f,2011-11-01
2011,August,primary fire,dwelling,0,0,Hounslow,Bedfont,,,kitchen,,,2011-08-01
2011,August,primary fire,dwelling,0,0,Kensington and chelsea,St. helen's,fridge/freezer,internal fittings,kitchen,Smeg,fr158se/47076790000,2011-08-01
2011,July,primary fire,dwelling,0,0,Harrow,Pinner south,,wiring insulation,garage,,,2011-07-01
2011,July,primary fire,dwelling,0,0,Camden,Fortune green,tumble dryer - standard,clothing,kitchen,Zanussi,td 4212w,2011-07-01
2011,July,primary fire,dwelling,0,0,Lewisham,Downham,,plastic - raw material only,kitchen,,,2011-07-01
2011,March,primary fire,dwelling,0,0,Barnet,East barnet,dishwasher,plastic - raw material only,kitchen,Neff,dishwasher,2011-03-01
2011,March,primary fire,dwelling,0,1,Kingston upon thames,Tolworth,dishwasher,wiring insulation,kitchen,Bosch,classixx maxx,2011-03-01
2011,April,primary fire,dwelling,0,0,Wandsworth,West putney,fridge/freezer,,kitchen,Ariston,trhunm,2011-04-01
2011,July,primary fire,dwelling,0,0,Bromley,Hayes & coney hall,,other item,kitchen,,,2011-07-01
2011,April,primary fire,dwelling,0,0,Waltham forest,Cann hall,,plastic - raw material only,kitchen,Hotpoint,aquarius 1100  ( wm63),2011-04-01
2011,January,primary fire,dwelling,0,0,Barnet,Edgware,tumble dryer - standard,wiring insulation,bathroom/toilet,Hotpoint,acquarius vtd00,2011-01-01
2011,July,primary fire,dwelling,0,0,Lewisham,Catford south,tumble dryer - standard,wiring insulation,conservatory,,,2011-07-01
2011,January,primary fire,dwelling,0,0,Bromley,Petts wood & knoll,washer/dryer combined,other item,kitchen,Bosch,washer/dryer,2011-01-01
2011,January,primary fire,dwelling,0,0,Harrow,Belmont,dishwasher,plastic - raw material only,kitchen,Bosch,exxcel,2011-01-01
2011,July,primary fire,dwelling,0,0,Islington,Barnsbury,fridge/freezer,wiring insulation,kitchen,Beko,cs460 fff,2011-07-01
2011,July,primary fire,dwelling,0,0,Haringey,Highgate,washer/dryer combined,other textiles,kitchen,,,2011-07-01
2011,July,primary fire,dwelling,0,0,Sutton,Sutton central,washer/dryer combined,plastic - raw material only,kitchen,Bosch,,2011-07-01
2011,May,primary fire,dwelling,0,0,Lewisham,Grove park,,wiring insulation,kitchen,Hoover,nextra optima,2011-05-01
2011,May,primary fire,dwelling,0,0,Merton,Raynes park,washer/dryer combined,wiring insulation,kitchen,Zanussi,,2011-05-01
2011,July,primary fire,dwelling,0,2,Bromley,West wickham,fridge/freezer,wiring insulation,kitchen,De dietrich,fd7010,2011-07-01
2011,January,primary fire,dwelling,0,0,Bromley,Darwin,spin dryer,wiring insulation,kitchen,,,2011-01-01
2011,April,primary fire,dwelling,0,0,Newham,Plaistow south,tumble dryer - standard,other textiles,kitchen,White knight,tumble dryer,2011-04-01
2011,July,primary fire,dwelling,0,0,Bexley,Northumberland heath,,wiring insulation,kitchen,Haier,hns1460tveme,2011-07-01
2011,May,primary fire,dwelling,0,0,Kingston upon thames,Chessington south & malden rushett,dishwasher,wiring insulation,kitchen,Hoover,967,2011-05-01
2011,May,primary fire,dwelling,0,0,Barnet,Barnet vale,dishwasher,plastic - raw material only,kitchen,Bosch,exxcel,2011-05-01
2011,June,primary fire,dwelling,0,0,Lambeth,Streatham hill east,dishwasher,wiring insulation,kitchen,Hotpoint,fdl570,2011-06-01
2011,May,primary fire,dwelling,0,0,Southwark,Rye lane,fridge/freezer,wiring insulation,external structures,Westinghouse,seville,2011-05-01
2011,June,primary fire,dwelling,0,0,Ealing,Hanger hill,dishwasher,wiring insulation,kitchen,,,2011-06-01
2011,May,primary fire,dwelling,0,0,Southwark,Faraday,,wiring insulation,kitchen,Indesit,,2011-05-01
2011,May,primary fire,dwelling,0,0,Haringey,Hermitage & gardens,fridge/freezer,plastic - raw material only,kitchen,Bosch,not recorded,2011-05-01
2011,April,primary fire,dwelling,0,0,Croydon,Sanderstead,dishwasher,plastic - raw material only,kitchen,Bosch,excel auto option,2011-04-01
2011,April,primary fire,dwelling,0,0,Haringey,Noel park,,wiring insulation,kitchen,Hotpoint,super electronic 18340,2011-04-01
2011,April,primary fire,dwelling,0,0,Hackney,Shacklewell,dishwasher,wiring insulation,kitchen,Indesit,ls12-dea601s2,2011-04-01
2011,November,primary fire,dwelling,0,0,Havering,Upminster,fridge/freezer,other item,kitchen,Beko,,2011-11-01
2011,June,primary fire,residential home,0,0,Sutton,Beddington,tumble dryer - standard,clothing,utility room,Hoover,dryer,2011-06-01
2011,December,primary fire,retail,0,0,Hillingdon,Heathrow villages,washer/dryer combined,wiring insulation,store room,Hoover,vision washer,2011-12-01
2011,August,primary fire,retail,0,0,Islington,St. peter's & canalside,fridge/freezer,wiring insulation,shop floor/showroom/display hall,,,2011-08-01
2011,January,primary fire,retail,0,0,Wandsworth,Northcote,tumble dryer - standard,clothing,utility room,Hotpoint,,2011-01-01
2011,September,primary fire,retail,0,0,Lambeth,Gipsy hill,fridge/freezer,plastic - raw material only,shop floor/showroom/display hall,Frost tech ltd,055/125,2011-09-01
2011,September,primary fire,retail,0,0,Enfield,Lower edmonton,fridge/freezer,wiring insulation,shop floor/showroom/display hall,,,2011-09-01
2011,September,primary fire,retail,0,0,Westminster,West end,fridge/freezer,wiring insulation,shop floor/showroom/display hall,Nuttall,z11-e chill 77013,2011-09-01
2011,August,primary fire,warehouses and bulk storage,0,0,Ealing,North acton,fridge/freezer,plastic - raw material only,kitchen,,,2011-08-01
2011,July,primary fire,warehouses and bulk storage,0,0,Croydon,Thornton heath,fridge/freezer,wiring insulation,store room,,,2011-07-01
2011,October,primary fire,education,0,0,Enfield,Oakwood,,wiring insulation,,Whirlpool,awg338,2011-10-01
