Year,Month,IncType,ParentPropertyType,NumFireDeaths,NumAllFireInjuries,IncGeo_BoroughCode,IncGeo_BoroughName,IncGeo_WardCode,IncGeo_WardName,IgnitionSourcePower,IgnitionSource,ItemFirstIgnited,LocationFireStarted,ApplianceManufacturer,ApplianceManufacturerOther,MainCauseModel
2020,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,HACKNEY,E05009378,HOXTON WEST,Electricity,Washing machine,Internal Fittings,Kitchen,Other,unknown,unknown
2020,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000015,HARROW,E05013549,Hatch End,Electricity,Freezer - Integrated,Capacitor,Kitchen,Other,Unknown,Unknown
2020,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000033,WESTMINSTER,E05013792,Abbey Road,Electricity,Washing machine,Unspecified internal fitting/part of structure,Kitchen,SAMSUNG,NULL,wd806u4sagd
2020,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000017,HILLINGDON,E05013569,Hayes Town,Electricity,Fridge/Freezer - Freestanding,Other item,Kitchen,HOTPOINT,NULL,DXF
2020,June,Primary Fire,Purpose Built Flats/Maisonettes,0,1,E09000022,LAMBETH,E05014117,Vauxhall,Electricity,Spin dryer,Clothing,Utility room,NULL,NULL,NULL
2020,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000003,BARNET,E05013640,Friern Barnet,Electricity,Washer/Dryer combined,Unspecified internal fitting/part of structure,Kitchen,NEFF,NULL,22052
2020,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014118,Waterloo & South Bank,Electricity,Washer/Dryer combined,Plastic - raw material only,Kitchen,ZANUSSI,NULL,ZKI225
2020,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000021,KINGSTON UPON THAMES,E05013938,Kingston Town,Electricity,Dishwasher,Capacitor,Kitchen,ZANUSSI,NULL,ZT-685
2020,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000001,CITY OF LONDON,E05009310,TOWER,Electricity,Washer/Dryer combined,Plastic - raw material only,Kitchen,NULL,NULL,NULL
2020,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000033,WESTMINSTER,E05013805,Regent's Park,Electricity,Tumble dryer - Standard,Clothing,Kitchen,ELECTRA,NULL,E2701W
2020,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014111,Stockwell West & Larkhall,Electricity,Tumble dryer - Standard,Plastic - raw material only,Kitchen,BEKO,NULL,DCX71100S
2020,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000030,TOWER HAMLETS,E05009331,St. Peter's,Electricity,Washing machine,Plastic - raw material only,Kitchen,NULL,NULL,NULL
2020,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000030,TOWER HAMLETS,E05009327,Mile End,Electricity,Washing machine,None,Living room,WHITE KNIGHT,NULL,WM105VS
2020,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000008,CROYDON,E05011463,ADDISCOMBE WEST,Electricity,Washing machine,Wiring insulation,Kitchen,Other,currys essential,C510WM13
2020,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014102,Clapham Town,Electricity,Washing machine,Wiring insulation,Kitchen,Other,Unknown,Unknown
2020,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000008,CROYDON,E05011464,BENSHAM MANOR,Electricity,Washing machine,Unspecified internal fitting/part of structure,Airing/Drying cupboard,INDESIT,NULL,IWC91482
2020,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000010,ENFIELD,E05013689,Ponders End,Electricity,Tumble dryer - Condensing,Plastic - raw material only,Kitchen,HOOVER,NULL,unknown
2020,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000030,TOWER HAMLETS,E05009318,Blackwall & Cubitt Town,Electricity,Washing machine,Wiring insulation,Kitchen,Other,Currys Essentials,C510WM14
2020,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,WANDSWORTH,E05014029,West Hill,Electricity,Washing machine,None,Kitchen,HOTPOINT,NULL,HY8L251
2020,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000011,GREENWICH,E05014087,Plumstead & Glyndon,Electricity,Tumble dryer - Condensing,Wiring insulation,Kitchen,HOTPOINT,NULL,UNKNOWN
2020,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014117,Vauxhall,Electricity,Washing machine,Other item,Kitchen,SAMSUNG,NULL,Diamond
2020,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,HACKNEY,E05009374,HACKNEY WICK,Electricity,Fridge - Freestanding,Wiring insulation,Kitchen,WHIRLPOOL,NULL,xxx
2020,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000018,HOUNSLOW,E05013615,Hanworth Park,Electricity,Tumble dryer - Condensing,Printed circuit board,Kitchen,HOTPOINT,NULL,tchl73brp
2020,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014102,Clapham Town,Electricity,Washing machine,Clothing,Kitchen,NULL,NULL,NULL
2020,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000016,HAVERING,E05013974,Havering-atte-Bower,Electricity,Washing machine,Rubber - raw material only,Kitchen,AEG,NULL,L69480VFL
2020,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,SOUTHWARK,E05011107,NORTH WALWORTH,Electricity,Washing machine,Internal Fittings,Kitchen,SWAN,NULL,Unknown
2020,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000006,BROMLEY,E05013991,Bromley Town,Electricity,Washing machine,Wiring insulation,Kitchen,WHIRLPOOL,NULL,15 yrs old
2020,October,Primary Fire,Purpose Built Flats/Maisonettes,0,2,E09000022,LAMBETH,E05014097,Brixton Rush Common,Electricity,Tumble dryer - Condensing,Printed circuit board,Kitchen,CANDY,NULL,Not known 
2021,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000030,TOWER HAMLETS,E05009325,Lansbury,Electricity,Washing machine,None,Kitchen,HOTPOINT,NULL,Hault 742
2021,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000011,GREENWICH,E05014072,Abbey Wood,Electricity,Tumble dryer - Condensing,Other item,Kitchen,INDESIT,NULL,IDC75B
2021,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014106,Knight's Hill,Electricity,Washing machine,Clothing,Kitchen,HOOVER,NULL,Vision tech VTC 81428B
2021,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000025,NEWHAM,E05013917,Maryland,Electricity,Washing machine,Wiring insulation,Kitchen,NULL,NULL,NULL
2021,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000005,BRENT,E05013499,Cricklewood & Mapesbury,Electricity,Washing machine,Not known,Kitchen,Other,Unbranded,Unbranded
2021,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014118,Waterloo & South Bank,Electricity,Washer/Dryer combined,Wiring insulation,Kitchen,Other,Unknown,Unknown
2021,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,WANDSWORTH,E05014019,Shaftesbury & Queenstown,Electricity,Washing machine,Internal Fittings,Kitchen,BENDIX,NULL,unknown
2021,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,HACKNEY,E05009372,HACKNEY CENTRAL,Electricity,Fridge/Freezer - Integrated,Printed circuit board,Kitchen,TEKA,NULL,Unknown
2021,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000018,HOUNSLOW,E05013611,Chiswick Riverside,Electricity,Washing machine,Plastic - raw material only,Kitchen,INDESIT,NULL,iwe 7145 b
2021,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000019,ISLINGTON,E05013708,Laycock,Electricity,Washing machine,Wiring insulation,Kitchen,BOSCH,NULL,classix
2021,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000027,RICHMOND UPON THAMES,E05013778,Hampton,Electricity,Dishwasher,Wiring insulation,Kitchen,WHIRLPOOL,NULL,ADG 175/1
2021,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000009,EALING,E05013522,East Acton,Electricity,Washing machine,Clothing,Kitchen,Other,Pending,Pending
2021,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000009,EALING,E05013532,Northolt West End,Electricity,Washing machine,Plastic - raw material only,Kitchen,BEKO,NULL,WM 5121 S
2021,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000020,KENSINGTON AND CHELSEA,E05009389,BROMPTON & HANS TOWN,Electricity,Washer/Dryer combined,Internal Fittings,Kitchen,BOSCH,NULL,EXXCEL
2021,October,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,HACKNEY,E05009377,HOXTON EAST & SHOREDITCH,Electricity,Tumble dryer - Standard,Not known,Bedroom,HOTPOINT,NULL,Unknown
2021,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000025,NEWHAM,E05013906,Canning Town North,Electricity,Washer/Dryer combined,None,Airing/Drying cupboard,Other,LOGIC,L612MW16
2021,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000031,WALTHAM FOREST,E05013899,St. James,Electricity,Washing machine,Wiring insulation,Kitchen,BOSCH,NULL,Classix 1200 express
2021,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000033,WESTMINSTER,E05013805,Regent's Park,Electricity,Tumble dryer - Standard,None,Kitchen,HOOVER,NULL,H Dry300
2021,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000004,BEXLEY,E05011229,ST. MARY'S & ST. JAMES,Electricity,Dishwasher,Plastic - raw material only,Kitchen,ARISTON,NULL,AF300
2021,November,Primary Fire,Purpose Built Flats/Maisonettes,0,1,E09000014,HARINGEY,E05013587,Bruce Castle,Electricity,Tumble dryer - Condensing,Wiring insulation,Corridor/Hall,HOOVER,NULL,Not Known
2021,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,SOUTHWARK,E05011095,BOROUGH & BANKSIDE,Electricity,Dishwasher,None,Kitchen,HOOVER,NULL,unknown
2021,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000023,LEWISHAM,E05013719,Deptford,Electricity,Washing machine,Other item,Kitchen,BEKO,NULL,not known
2021,August,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000031,WALTHAM FOREST,E05013903,Wood Street,Electricity,Washing machine,Wiring insulation,Kitchen,HOTPOINT,NULL,WMAQB721PUK
2021,September,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000030,TOWER HAMLETS,E05009335,Weavers,Electricity,Washer/Dryer combined,None,Kitchen,BOSCH,NULL,0
2021,December,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000007,CAMDEN,E05013666,King's Cross,Electricity,Spin dryer,Wiring insulation,Kitchen,NULL,NULL,NULL
2021,November,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000009,EALING,E05013536,South Acton,Electricity,Washing machine,Wiring insulation,Kitchen,ZANUSSI,NULL,ZWG 7120K
2021,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000025,NEWHAM,E05013927,West Ham,Electricity,Washing machine,Wiring insulation,Kitchen,HOTPOINT,NULL,LB2006TRF
2021,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,SOUTHWARK,E05011104,LONDON BRIDGE & WEST BERMONDSEY,Electricity,Washing machine,Internal Fittings,Kitchen,BEKO,NULL,Unknown 
2021,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000023,LEWISHAM,E05013728,New Cross Gate,Electricity,Fridge/Freezer - Integrated,Foam - raw material only,Kitchen,ZANUSSI,NULL,unable to identify
2021,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,SOUTHWARK,E05011095,BOROUGH & BANKSIDE,Electricity,Dishwasher,Capacitor,Open plan area,BOSCH,NULL,SPV4503GB
2021,June,Primary Fire,Purpose Built Flats/Maisonettes,0,1,E09000013,HAMMERSMITH AND FULHAM,E05013744,Palace & Hurlingham,Electricity,Fridge/Freezer - Freestanding,Plastic - raw material only,Kitchen,SIEMENS,NULL,KG30U694GB/08
2021,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,SOUTHWARK,E05011116,SOUTH BERMONDSEY,Electricity,Fridge/Freezer - Freestanding,Capacitor,Kitchen,BEKO,NULL,Not avaliable
2021,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,WANDSWORTH,E05014011,East Putney,Electricity,Washing machine,Other item,Kitchen,Other,Unknown - old and worn off label,-
2021,July,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000023,LEWISHAM,E05013723,Grove Park,Electricity,Washing machine,Other item,Kitchen,HOTPOINT,NULL,Not Known
2021,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014098,Brixton Windrush,Electricity,Washing machine,Rubber - raw material only,Kitchen,HOTPOINT,NULL,wma10
2021,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,SOUTHWARK,E05011095,BOROUGH & BANKSIDE,Electricity,Dishwasher,Plastic - raw material only,Kitchen,Other,Currys,CID60W12 (A)
2021,May,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000029,SUTTON,E05013765,Sutton Central,Electricity,Washing machine,Unspecified internal fitting/part of structure,Kitchen,ZANUSSI,NULL,ZWGB7160P
2021,May,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000005,BRENT,E05013509,Roundwood,Not applicable,Fridge - Freestanding,Other item,Kitchen,INDESIT,NULL,old
2021,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,HACKNEY,E05009382,SHACKLEWELL,Electricity,Dishwasher,Other wooden item,Kitchen,HOTPOINT,NULL,.
2021,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000006,BROMLEY,E05014005,Shortlands & Park Langley,Electricity,Washing machine,Rubber - raw material only,Kitchen,HOTPOINT,NULL,WMAQB 721
2021,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014101,Clapham Park,Electricity,Washing machine,Clothing,Kitchen,ERSATZTEILLISTE,NULL,C510WM14
2021,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000028,SOUTHWARK,E05011113,RYE LANE,Electricity,Washing machine,None,Kitchen,NULL,NULL,NULL
2021,April,Primary Fire,Purpose Built Flats/Maisonettes,0,6,E09000006,BROMLEY,E05014006,St. Mary Cray,Electricity,Tumble dryer - Condensing,Wiring insulation,Airing/Drying cupboard,HOTPOINT,NULL,FETC70BP
2021,April,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000019,ISLINGTON,E05013707,Junction,Electricity,Tumble dryer - Condensing,Rubber - raw material only,Kitchen,INDESIT,NULL,IDC8T3
2021,February,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,HACKNEY,E05009378,HOXTON WEST,Electricity,Tumble dryer - Standard,Not known,Kitchen,INDESIT,NULL,IDC8T3B(UK)
2021,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000017,HILLINGDON,E05013568,Harefield Village,Electricity,Tumble dryer - Condensing,Wiring insulation,Kitchen,NULL,NULL,NULL
2021,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000024,MERTON,E05013822,Ravensbury,Electricity,Washing machine,Wiring insulation,Kitchen,BOSCH,NULL,1200 Express
2021,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014112,Streatham Common & Vale,Electricity,Tumble dryer - Condensing,Wiring insulation,Kitchen,INDESIT,NULL,IDC8T3B
2021,February,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,WANDSWORTH,E05014028,Wandsworth Town,Electricity,Fridge/Freezer - Freestanding,Capacitor,Kitchen,BEKO,NULL,CA5411FFS
2021,February,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000012,HACKNEY,E05009383,SPRINGFIELD,Electricity,Washer/Dryer combined,None,Kitchen,NULL,NULL,NULL
2021,January,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000031,WALTHAM FOREST,E05013899,St. James,Electricity,Washing machine,Rubber - raw material only,Kitchen,Other,Logik,L712WM13
2021,January,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000032,WANDSWORTH,E05014012,Falconbrook,Electricity,Tumble dryer - Condensing,Wiring insulation,Kitchen,WHITE KNIGHT,NULL,1608947121
2021,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000020,KENSINGTON AND CHELSEA,E05009391,CHELSEA RIVERSIDE,Electricity,Tumble dryer - Condensing,Internal Fittings,Private balcony,HOTPOINT,NULL,FTCF87BGG(GB)
2021,March,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000004,BEXLEY,E05011231,SLADE GREEN & NORTHEND,Electricity,Washing machine,Internal Fittings,Kitchen,BEKO,NULL,WTB941R2W
2021,June,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000025,NEWHAM,E05013905,Boleyn,Electricity,Washing machine,Internal Fittings,Kitchen,HOTPOINT,NULL,WMFUG 742G UK
2021,May,Primary Fire,Purpose Built Flats/Maisonettes,0,0,E09000025,NEWHAM,E05013923,ROYAL VICTORIA,Electricity,Dishwasher,Plastic - raw material only,Kitchen,WHIRLPOOL,NULL,"ADG175, 8511182150000 .991209029566"
2021,December,Primary Fire,Converted Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014102,Clapham Town,Electricity,Dishwasher,Plastic - raw material only,Kitchen,BEKO,NULL,002A8B
2021,February,Primary Fire,Converted Flats/Maisonettes,0,0,E09000005,BRENT,E05013503,Kilburn,Electricity,Washing machine,Internal Fittings,Corridor/Hall,SAMSUNG,NULL,WF8602NGS/XEU
2021,January,Primary Fire,Converted Flats/Maisonettes,0,0,E09000027,RICHMOND UPON THAMES,E05013775,East Sheen,Electricity,Dishwasher,Plastic - raw material only,Kitchen,BOSCH,NULL,SGS43AS2GB
2021,April,Primary Fire,Converted Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014105,Kennington,Electricity,Washing machine,Wiring insulation,"Under stairs (enclosed, storage area)",NULL,NULL,NULL
2021,April,Primary Fire,Converted Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014110,Stockwell East,Electricity,Tumble dryer - Standard,Internal Fittings,Kitchen,Other,FUTURA,TVFM 60C
2021,June,Primary Fire,Converted Flats/Maisonettes,0,1,E09000012,HACKNEY,E05009382,SHACKLEWELL,Electricity,Washing machine,Printed circuit board,Kitchen,INDESIT,NULL,BWE91484XSUK
2021,July,Primary Fire,Converted Flats/Maisonettes,0,0,E09000012,HACKNEY,E05009371,DE BEAUVOIR,Electricity,Dishwasher,Other item,Kitchen,BOSCH,NULL,5600050922
2021,December,Primary Fire,Converted Flats/Maisonettes,0,0,E09000031,WALTHAM FOREST,E05013888,Grove Green,Electricity,Fridge/Freezer - Freestanding,Internal Fittings,Kitchen,HOTPOINT,NULL,RFA52 P
2021,May,Primary Fire,Converted Flats/Maisonettes,0,0,E09000028,SOUTHWARK,E05011110,PECKHAM,Electricity,Washing machine,None,Kitchen,Other,currys,essential
2021,March,Primary Fire,Converted Flats/Maisonettes,0,0,E09000003,BARNET,E05013629,Brunswick Park,Electricity,Tumble dryer - Standard,Internal Fittings,Living room,INDESIT,NULL,IDC8T3B (UK)
2021,December,Primary Fire,House in Multiple Occupation,0,0,E09000010,ENFIELD,E05013679,Edmonton Green,Electricity,Fridge - Freestanding,Wiring insulation,Bedroom,BUSH,NULL,ag100cy
2021,September,Primary Fire,Converted Flats/Maisonettes,0,0,E09000022,LAMBETH,E05014115,Streatham St. Leonard's,Electricity,Tumble dryer - Standard,Not known,Kitchen,INDESIT,NULL,IDC8T3B
2021,July,Primary Fire,Converted Flats/Maisonettes,0,0,E09000029,SUTTON,E05013770,Wallington North,Electricity,Washing machine,Wiring insulation,Kitchen,NULL,NULL,NULL
2021,June,Primary Fire,Converted Flats/Maisonettes,0,0,E09000014,HARINGEY,E05013600,Stroud Green,Electricity,Dishwasher,Plastic - raw material only,Kitchen,BEKO,NULL,DIN28R20
2021,June,Primary Fire,Converted Flats/Maisonettes,0,0,E09000023,LEWISHAM,E05013721,Evelyn,Electricity,Tumble dryer - Condensing,None,Kitchen,INDESIT,NULL,IDC85
2021,May,Primary Fire,Converted Flats/Maisonettes,0,0,E09000018,HOUNSLOW,E05013608,Brentford West,Electricity,Fridge/Freezer - Freestanding,Internal Fittings,Kitchen,BEKO,NULL,fridgefreezer
2021,July,Primary Fire,Converted Flats/Maisonettes,0,0,E09000011,GREENWICH,E05014086,"Mottingham, Coldharbour & New Eltham",Electricity,Washing machine,Wiring insulation,Kitchen,INDESIT,NULL,Innex
2021,October,Primary Fire,Residential Home,0,0,E09000026,REDBRIDGE,E05011255,WANSTEAD VILLAGE,Electricity,Washing machine,Other item,Kitchen,Other,PROACTION,A105QW
2021,October,Primary Fire,Offices and call centres,0,0,E09000030,TOWER HAMLETS,E05009336,Whitechapel,Electricity,Dishwasher,Not known,Kitchen,LAMONA,NULL,lam8605
2021,May,Primary Fire,Offices and call centres,0,0,E09000020,KENSINGTON AND CHELSEA,E05009399,NOTTING DALE,Electricity,Fridge - Freestanding,Internal Fittings,Kitchen,AEG,NULL,N/A
2021,September,Primary Fire,Education,0,0,E09000021,KINGSTON UPON THAMES,E05013941,Norbiton,Electricity,Spin dryer,Clothing,Utility room,NULL,NULL,NULL
2021,February,Primary Fire,Food and Drink,0,0,E09000033,WESTMINSTER,E05013808,West End,Electricity,Freezer - Freestanding,Internal Fittings,Store room,NULL,NULL,NULL
2021,February,Primary Fire,Non Residential,0,0,E09000022,LAMBETH,E05014116,Streatham Wells,Other,Freezer - Freestanding,Wiring insulation,Store room,Other,not visible,not visible
2021,December,Primary Fire,Food and Drink,0,0,E09000020,KENSINGTON AND CHELSEA,E05009405,STANLEY,Electricity,Fridge - Freestanding,Wiring insulation,Corridor/Hall,Other,COMMERCIAL FRIDGE,UNKNOWN
2021,August,Primary Fire,Dwelling,0,0,E09000023,LEWISHAM,E05013714,Bellingham,Electricity,Washing machine,Internal Fittings,Kitchen,Other,unknown,unklnown
2021,August,Primary Fire,Dwelling,0,0,E09000016,HAVERING,E05013981,St. Alban's,Electricity,Fridge/Freezer - Freestanding,Capacitor,Kitchen,CANDY,NULL,Futura
2021,July,Primary Fire,Dwelling,0,0,E09000004,BEXLEY,E05011231,SLADE GREEN & NORTHEND,Electricity,Washing machine,Internal Fittings,Kitchen,ZANUSSI,NULL,ZWH714P
2021,July,Primary Fire,Dwelling,0,0,E09000012,HACKNEY,E05009383,SPRINGFIELD,Electricity,Tumble dryer - Standard,Clothing,Kitchen,CERVEC,NULL,0
2021,March,Primary Fire,Dwelling,0,0,E09000011,GREENWICH,E05014078,Eltham Park & Progress,Electricity,Tumble dryer - Standard,Other textiles,Kitchen,INDESIT,NULL,IDC75
2021,March,Primary Fire,Dwelling,0,0,E09000024,MERTON,E05013822,Ravensbury,Electricity,Tumble dryer - Condensing,Wiring insulation,Garage,WHIRLPOOL,NULL,awz7073
2021,March,Primary Fire,Dwelling,0,0,E09000002,BARKING AND DAGENHAM,E05014067,Parsloes,Electricity,Washing machine,Clothing,Kitchen,TECHNE,NULL,RSG 845 J
2021,March,Primary Fire,Dwelling,0,0,E09000008,CROYDON,E05011478,SANDERSTEAD,Electricity,Dishwasher,Plastic - raw material only,Kitchen,BEKO,NULL,DE2541FW
2021,March,Primary Fire,Dwelling,0,0,E09000006,BROMLEY,E05014007,St. Paul's Cray,Electricity,Tumble dryer - Condensing,Wiring insulation,Garage,HOTPOINT,NULL,TCFS93BGP.9 (UK)
2021,July,Primary Fire,Dwelling,0,0,E09000032,WANDSWORTH,E05014027,Wandsworth Common,Electricity,Dishwasher,Capacitor,Kitchen,SMEG,NULL,DI612CA
2021,April,Primary Fire,Dwelling,0,0,E09000013,HAMMERSMITH AND FULHAM,E05013739,Fulham Town,Electricity,Fridge/Freezer - Freestanding,Wiring insulation,External structures,CANDY,NULL,Unknown
2021,February,Primary Fire,Dwelling,0,0,E09000011,GREENWICH,E05014073,Blackheath Westcombe,Electricity,Tumble dryer - Condensing,Wiring insulation,Other,INDESIT,NULL,IDC8T3B_WH
2021,February,Primary Fire,Dwelling,0,0,E09000008,CROYDON,E05011480,SELSDON & ADDINGTON VILLAGE,Electricity,Dishwasher,Plastic - raw material only,Kitchen,BEKO,NULL,DFS28R20W
2021,February,Primary Fire,Dwelling,0,0,E09000003,BARNET,E05013642,Golders Green,Electricity,Washing machine,Internal Fittings,Kitchen,MIELE,NULL,N?A
2021,February,Primary Fire,Dwelling,0,2,E09000022,LAMBETH,E05014119,West Dulwich,Electricity,Tumble dryer - Condensing,Internal Fittings,Utility room,HOTPOINT,NULL,Not Known
2021,January,Primary Fire,Dwelling,0,0,E09000029,SUTTON,E05013769,The Wrythe,Electricity,Tumble dryer - Condensing,Clothing,Kitchen,HOOVER,NULL,DXC8TCE-80
2021,January,Primary Fire,Dwelling,0,0,E09000015,HARROW,E05013551,Kenton East,Electricity,Washing machine,Plastic - raw material only,Kitchen,HOTPOINT,NULL,LB2006C
2021,January,Primary Fire,Dwelling,0,0,E09000009,EALING,E05013533,Norwood Green,Electricity,Washing machine,Internal Fittings,Kitchen,ZANUSSI,NULL,JET SYSTEM 1600
2021,January,Primary Fire,Dwelling,0,0,E09000004,BEXLEY,E05011232,THAMESMEAD EAST,Electricity,Fridge - Integrated,Plastic - raw material only,Kitchen,NULL,NULL,NULL
2021,May,Primary Fire,Dwelling,0,0,E09000014,HARINGEY,E05013590,Harringay,Electricity,Washing machine,Wiring insulation,Kitchen,PRIMA,NULL,LPR730
2021,May,Primary Fire,Dwelling,0,0,E09000014,HARINGEY,E05013605,Woodside,Electricity,Washing machine,Printed circuit board,Kitchen,INDESIT,NULL,IWE 81681 ECO
2021,May,Primary Fire,Dwelling,0,0,E09000025,NEWHAM,E05013919,Plaistow South,Electricity,Fridge - Freestanding,Capacitor,Kitchen,PROLINE,NULL,unknown
2021,May,Primary Fire,Dwelling,0,0,E09000003,BARNET,E05013637,Edgware,Electricity,Washing machine,Wiring insulation,Kitchen,BOSCH,NULL,wfx12840
2021,May,Primary Fire,Dwelling,0,0,E09000008,CROYDON,E05011489,WOODSIDE,Electricity,Tumble dryer - Condensing,Internal Fittings,Kitchen,HOTPOINT,NULL,TCUD97B6KM
2021,April,Primary Fire,Dwelling,0,0,E09000022,LAMBETH,E05014096,Brixton North,Electricity,Tumble dryer - Standard,Plastic - raw material only,Kitchen,HOOVER,NULL,aqua vision
2021,April,Primary Fire,Dwelling,0,0,E09000008,CROYDON,E05011482,SHIRLEY NORTH,Electricity,Tumble dryer - Condensing,Other item,Kitchen,HOTPOINT,NULL,FETC70BPUK
2021,June,Primary Fire,Dwelling,0,0,E09000006,BROMLEY,E05014003,Petts Wood & Knoll,Electricity,Freezer - Freestanding,Wiring insulation,Garage,WHIRLPOOL,NULL,WHM3111
2021,December,Primary Fire,Dwelling,0,0,E09000022,LAMBETH,E05014116,Streatham Wells,Electricity,Tumble dryer - Standard,Rubber - raw material only,Other,BOSCH,NULL,logixx
2021,December,Primary Fire,Dwelling,0,0,E09000022,LAMBETH,E05014111,Stockwell West & Larkhall,Electricity,Tumble dryer - Condensing,Internal Fittings,Kitchen,CANDY,NULL,GCCNB-
